MachineID,ToolIndex,NumberOfCycle,LifecycleHealth,LifecycleBand,ConditionHealth,ConditionBand,HealthGap,HealthGapState,AnomalyScore,IsAnomaly,DecisionState,EvidenceCount,DecisionConfidence,Evidence,RootCauseDrivers,Recommendation,ActualHealth
CNC-01,102,23,0.7971440553665161,HEALTHY,0.7052119970321655,EARLY_WEAR,-0.0919320583343505,CONSISTENT,-0.0461835491019229,False,WATCH,0,LOW,Current-based condition model indicates early wear,HardnessMean | Current - Driving axle X L2 - kurtosis | RDOC,Continue operation with enhanced monitoring for progression of tool degradation.,0.738095238
CNC-01,102,24,0.8041568398475647,HEALTHY,0.7362546324729919,EARLY_WEAR,-0.0679022073745727,CONSISTENT,-0.0739900578981362,False,WATCH,0,LOW,Current-based condition model indicates early wear,HardnessMean | RDOC | Current - Driving axle Y L1 - min,Continue operation with enhanced monitoring for progression of tool degradation.,0.726190476
CNC-01,102,25,0.8034605979919434,HEALTHY,0.7095076441764832,EARLY_WEAR,-0.0939529538154602,CONSISTENT,-0.070758457936604,False,WATCH,0,LOW,Current-based condition model indicates early wear,HardnessMean | RDOC | Current - Driving axle Y L1 - min,Continue operation with enhanced monitoring for progression of tool degradation.,0.714285714
CNC-01,102,26,0.7971494793891907,HEALTHY,0.6323440074920654,EARLY_WEAR,-0.1648054718971252,CONDITION_WORSE_THAN_LIFECYCLE,-0.0097414091509808,False,HIGH_RISK,1,LOW,Current-based condition model indicates early wear | Observed condition is worse than lifecycle expectation,HardnessMean | RDOC | Current - Driving axle Y L1 - min,Inspect the cutting tool and review machining conditions because measured condition appears worse than expected lifecycle health.,0.702380952
CNC-01,102,27,0.7912729382514954,HEALTHY,0.7594509720802307,HEALTHY,-0.0318219661712646,CONSISTENT,-0.0191692034825589,False,NORMAL,0,HIGH,,HardnessMean | RDOC | Current - Driving axle Y L1 - min,Continue normal operation and standard condition monitoring.,0.69047619
CNC-01,102,28,0.7464743852615356,EARLY_WEAR,0.7257698178291321,EARLY_WEAR,-0.0207045674324035,CONSISTENT,0.0694752529274681,True,WATCH,1,LOW,Lifecycle model indicates early wear | Current-based condition model indicates early wear | Electrical-current behaviour is anomalous,HardnessMean | RDOC | Current - Driving axle Y L1 - min,Increase condition monitoring and review electrical-current trends at the next scheduled inspection.,0.678571429
CNC-01,102,29,0.7568981051445007,HEALTHY,0.6118603348731995,EARLY_WEAR,-0.1450377702713012,CONSISTENT,-0.0014561364057986,False,WATCH,0,LOW,Current-based condition model indicates early wear,HardnessMean | RDOC | Current - Spindle L3 - skew,Continue operation with enhanced monitoring for progression of tool degradation.,0.666666667
CNC-01,102,30,0.7802034616470337,HEALTHY,0.6738033294677734,EARLY_WEAR,-0.1064001321792602,CONSISTENT,-0.0536615909665842,False,WATCH,0,LOW,Current-based condition model indicates early wear,HardnessMean | RDOC | Current - Driving axle X L2 - kurtosis,Continue operation with enhanced monitoring for progression of tool degradation.,0.654761905
CNC-01,102,31,0.7759690880775452,HEALTHY,0.723832905292511,EARLY_WEAR,-0.0521361827850341,CONSISTENT,-0.0622570377952209,False,WATCH,0,LOW,Current-based condition model indicates early wear,HardnessMean | RDOC | Current - Driving axle X L2 - kurtosis,Continue operation with enhanced monitoring for progression of tool degradation.,0.642857143
CNC-01,102,32,0.7802034616470337,HEALTHY,0.7057015895843506,EARLY_WEAR,-0.0745018720626831,CONSISTENT,-0.0456752626319774,False,WATCH,0,LOW,Current-based condition model indicates early wear,HardnessMean | RDOC | Current - Driving axle Y L1 - min,Continue operation with enhanced monitoring for progression of tool degradation.,0.630952381
CNC-01,102,33,0.7751054763793945,HEALTHY,0.6511731147766113,EARLY_WEAR,-0.1239323616027832,CONSISTENT,-0.0526830641321312,False,WATCH,0,LOW,Current-based condition model indicates early wear,HardnessMean | RDOC | Current - Driving axle Y L2 - mean,Continue operation with enhanced monitoring for progression of tool degradation.,0.619047619
CNC-01,102,34,0.7687133550643921,HEALTHY,0.6833223700523376,EARLY_WEAR,-0.0853909850120544,CONSISTENT,-0.0392723292245493,False,WATCH,0,LOW,Current-based condition model indicates early wear,HardnessMean | RDOC | Current - Driving axle Y L1 - min,Continue operation with enhanced monitoring for progression of tool degradation.,0.607142857
CNC-01,102,35,0.7328076958656311,EARLY_WEAR,0.7459815144538879,EARLY_WEAR,0.0131738185882568,CONSISTENT,0.0388471342800941,True,WATCH,1,LOW,Lifecycle model indicates early wear | Current-based condition model indicates early wear | Electrical-current behaviour is anomalous,HardnessMean | RDOC | Current - Driving axle Y L2 - max,Increase condition monitoring and review electrical-current trends at the next scheduled inspection.,0.595238095
CNC-01,102,36,0.7094428539276123,EARLY_WEAR,0.6030057668685913,EARLY_WEAR,-0.106437087059021,CONSISTENT,-0.041354579814241,False,WATCH,0,LOW,Lifecycle model indicates early wear | Current-based condition model indicates early wear,HardnessMean | RDOC | Current - Spindle L1 - mean,Continue operation with enhanced monitoring for progression of tool degradation.,0.583333333
CNC-01,102,37,0.7246193885803223,EARLY_WEAR,0.5622905492782593,EARLY_WEAR,-0.162328839302063,CONDITION_WORSE_THAN_LIFECYCLE,-0.0451721499709839,False,HIGH_RISK,1,LOW,Lifecycle model indicates early wear | Current-based condition model indicates early wear | Observed condition is worse than lifecycle expectation,HardnessMean | RDOC | Current - Driving axle Y L1 - min,Inspect the cutting tool and review machining conditions because measured condition appears worse than expected lifecycle health.,0.571428571
CNC-01,102,38,0.7041241526603699,EARLY_WEAR,0.7425603866577148,EARLY_WEAR,0.0384362339973449,CONSISTENT,-0.0251405266530492,False,WATCH,0,LOW,Lifecycle model indicates early wear | Current-based condition model indicates early wear,HardnessMean | RDOC | Current - Driving axle X L2 - kurtosis,Continue operation with enhanced monitoring for progression of tool degradation.,0.55952381
CNC-01,102,39,0.7075594663619995,EARLY_WEAR,0.5354510545730591,EARLY_WEAR,-0.1721084117889404,CONDITION_WORSE_THAN_LIFECYCLE,-0.0500524404853431,False,HIGH_RISK,1,LOW,Lifecycle model indicates early wear | Current-based condition model indicates early wear | Observed condition is worse than lifecycle expectation,HardnessMean | RDOC | Current - Driving axle Y L2 - mean,Inspect the cutting tool and review machining conditions because measured condition appears worse than expected lifecycle health.,0.547619048
CNC-01,102,40,0.7013960480690002,EARLY_WEAR,0.5711219906806946,EARLY_WEAR,-0.1302740573883056,CONSISTENT,-0.0407479092114171,False,WATCH,0,LOW,Lifecycle model indicates early wear | Current-based condition model indicates early wear,HardnessMean | RDOC | Current - Driving axle Z L2 - min,Continue operation with enhanced monitoring for progression of tool degradation.,0.535714286
CNC-01,102,41,0.6947582364082336,EARLY_WEAR,0.6187902092933655,EARLY_WEAR,-0.0759680271148681,CONSISTENT,-0.0485922597965182,False,WATCH,0,LOW,Lifecycle model indicates early wear | Current-based condition model indicates early wear,HardnessMean | RDOC | Current - Driving axle Y L2 - mean,Continue operation with enhanced monitoring for progression of tool degradation.,0.523809524
CNC-01,102,42,0.6891027092933655,EARLY_WEAR,0.700788676738739,EARLY_WEAR,0.0116859674453735,CONSISTENT,-0.0003218428043633,False,WATCH,0,LOW,Lifecycle model indicates early wear | Current-based condition model indicates early wear,HardnessMean | RDOC | Current - Driving axle Y L2 - max,Continue operation with enhanced monitoring for progression of tool degradation.,0.511904762
CNC-01,102,43,0.6549822092056274,EARLY_WEAR,0.6428665518760681,EARLY_WEAR,-0.0121156573295593,CONSISTENT,-0.0649210028677546,False,WATCH,0,LOW,Lifecycle model indicates early wear | Current-based condition model indicates early wear,HardnessMean | RDOC | Current - Spindle L1 - mean,Continue operation with enhanced monitoring for progression of tool degradation.,0.5
CNC-01,102,44,0.6778716444969177,EARLY_WEAR,0.4950230121612549,DEGRADED,-0.1828486323356628,CONDITION_WORSE_THAN_LIFECYCLE,-0.0362443019202158,False,HIGH_RISK,2,MEDIUM,Lifecycle model indicates early wear | Current-based condition model indicates significant degradation | Observed condition is worse than lifecycle expectation,HardnessMean | RDOC | Current - Driving axle Y L1 - min,Inspect the cutting tool and review machining conditions because measured condition appears worse than expected lifecycle health.,0.488095238
CNC-01,102,45,0.6692309379577637,EARLY_WEAR,0.5879032611846924,EARLY_WEAR,-0.0813276767730712,CONSISTENT,-0.0565632184574227,False,WATCH,0,LOW,Lifecycle model indicates early wear | Current-based condition model indicates early wear,HardnessMean | RDOC | Current - Driving axle Y L1 - min,Continue operation with enhanced monitoring for progression of tool degradation.,0.476190476
CNC-01,102,46,0.6615445613861084,EARLY_WEAR,0.4556966125965118,DEGRADED,-0.2058479487895965,CONDITION_WORSE_THAN_LIFECYCLE,-0.0543405766921756,False,HIGH_RISK,2,MEDIUM,Lifecycle model indicates early wear | Current-based condition model indicates significant degradation | Observed condition is worse than lifecycle expectation,HardnessMean | RDOC | Current - Driving axle Y L2 - mean,Inspect the cutting tool and review machining conditions because measured condition appears worse than expected lifecycle health.,0.464285714
CNC-01,102,47,0.6548202037811279,EARLY_WEAR,0.5315566658973694,EARLY_WEAR,-0.1232635378837585,CONSISTENT,-0.0445958246234374,False,WATCH,0,LOW,Lifecycle model indicates early wear | Current-based condition model indicates early wear,HardnessMean | RDOC | Current - Driving axle Y L2 - mean,Continue operation with enhanced monitoring for progression of tool degradation.,0.452380952
CNC-01,102,48,0.6454587578773499,EARLY_WEAR,0.6175273656845093,EARLY_WEAR,-0.0279313921928405,CONSISTENT,-0.031750324769688,False,WATCH,0,LOW,Lifecycle model indicates early wear | Current-based condition model indicates early wear,HardnessMean | RDOC | Current - Driving axle Y L2 - mean,Continue operation with enhanced monitoring for progression of tool degradation.,0.44047619
CNC-01,102,49,0.5784215331077576,EARLY_WEAR,0.5493767857551575,EARLY_WEAR,-0.0290447473526,CONSISTENT,0.0648779431630869,True,WATCH,1,LOW,Lifecycle model indicates early wear | Current-based condition model indicates early wear | Electrical-current behaviour is anomalous,HardnessMean | RDOC | Current - Driving axle Y L1 - min,Increase condition monitoring and review electrical-current trends at the next scheduled inspection.,0.428571429
CNC-01,102,52,0.5989074110984802,EARLY_WEAR,0.7086030840873718,EARLY_WEAR,0.1096956729888916,CONSISTENT,-0.0356292285012879,False,WATCH,0,LOW,Lifecycle model indicates early wear | Current-based condition model indicates early wear,HardnessMean | Current - Driving axle X L2 - kurtosis | RDOC,Continue operation with enhanced monitoring for progression of tool degradation.,0.392857143
CNC-01,102,53,0.626279890537262,EARLY_WEAR,0.4968218207359314,DEGRADED,-0.1294580698013305,CONSISTENT,-0.0682717492091556,False,HIGH_RISK,1,LOW,Lifecycle model indicates early wear | Current-based condition model indicates significant degradation,HardnessMean | RDOC | Current - Driving axle X L1 - mean,Schedule tool inspection before continued high-load production and prepare a replacement tool if degradation persists.,0.380952381
CNC-01,102,54,0.580796480178833,EARLY_WEAR,0.4590506553649902,DEGRADED,-0.1217458248138427,CONSISTENT,-0.0478058853606262,False,HIGH_RISK,1,LOW,Lifecycle model indicates early wear | Current-based condition model indicates significant degradation,HardnessMean | RDOC | Current - Driving axle X L1 - mean,Schedule tool inspection before continued high-load production and prepare a replacement tool if degradation persists.,0.369047619
CNC-01,102,55,0.5713454484939575,EARLY_WEAR,0.5126433372497559,EARLY_WEAR,-0.0587021112442016,CONSISTENT,-0.0378646048984482,False,WATCH,0,LOW,Lifecycle model indicates early wear | Current-based condition model indicates early wear,HardnessMean | RDOC | Current - Driving axle Y L2 - mean,Continue operation with enhanced monitoring for progression of tool degradation.,0.357142857
CNC-01,102,56,0.5629582405090332,EARLY_WEAR,0.5541582703590393,EARLY_WEAR,-0.0087999701499938,CONSISTENT,0.0481052191812466,True,WATCH,1,LOW,Lifecycle model indicates early wear | Current-based condition model indicates early wear | Electrical-current behaviour is anomalous,HardnessMean | RDOC | Current - Driving axle Y L1 - min,Increase condition monitoring and review electrical-current trends at the next scheduled inspection.,0.345238095
CNC-01,102,57,0.554459273815155,EARLY_WEAR,0.4637297689914703,DEGRADED,-0.0907295048236846,CONSISTENT,-0.0510561215734907,False,HIGH_RISK,1,LOW,Lifecycle model indicates early wear | Current-based condition model indicates significant degradation,HardnessMean | RDOC | Current - Spindle L1 - mean,Schedule tool inspection before continued high-load production and prepare a replacement tool if degradation persists.,0.333333333
CNC-01,102,58,0.5516754984855652,EARLY_WEAR,0.427730530500412,DEGRADED,-0.1239449679851532,CONSISTENT,-0.0331094448355027,False,HIGH_RISK,1,LOW,Lifecycle model indicates early wear | Current-based condition model indicates significant degradation,HardnessMean | RDOC | Current - Driving axle X L1 - mean,Schedule tool inspection before continued high-load production and prepare a replacement tool if degradation persists.,0.321428571
CNC-01,102,59,0.5880031585693359,EARLY_WEAR,0.5194993019104004,EARLY_WEAR,-0.0685038566589355,CONSISTENT,-0.0513531874583448,False,WATCH,0,LOW,Lifecycle model indicates early wear | Current-based condition model indicates early wear,HardnessMean | RDOC | Current - Driving axle X L1 - mean,Continue operation with enhanced monitoring for progression of tool degradation.,0.30952381
CNC-01,102,60,0.537767767906189,EARLY_WEAR,0.4609807431697845,DEGRADED,-0.0767870247364044,CONSISTENT,-0.0417123488674152,False,HIGH_RISK,1,LOW,Lifecycle model indicates early wear | Current-based condition model indicates significant degradation,HardnessMean | RDOC | Current - Driving axle X L1 - mean,Schedule tool inspection before continued high-load production and prepare a replacement tool if degradation persists.,0.297619048
CNC-01,102,61,0.5129782557487488,EARLY_WEAR,0.4749004542827606,DEGRADED,-0.0380778014659881,CONSISTENT,-0.0588535200522922,False,HIGH_RISK,1,LOW,Lifecycle model indicates early wear | Current-based condition model indicates significant degradation,HardnessMean | RDOC | Current - Driving axle X L1 - mean,Schedule tool inspection before continued high-load production and prepare a replacement tool if degradation persists.,0.285714286
CNC-01,102,62,0.5139923095703125,EARLY_WEAR,0.4426997601985931,DEGRADED,-0.0712925493717193,CONSISTENT,-0.0274172948651405,False,HIGH_RISK,1,LOW,Lifecycle model indicates early wear | Current-based condition model indicates significant degradation,HardnessMean | RDOC | Current - Driving axle X L1 - mean,Schedule tool inspection before continued high-load production and prepare a replacement tool if degradation persists.,0.273809524
CNC-01,102,63,0.4856374561786651,DEGRADED,0.5480547547340393,EARLY_WEAR,0.0624172985553741,CONSISTENT,0.031299111174603,True,HIGH_RISK,2,MEDIUM,Lifecycle model indicates significant degradation | Current-based condition model indicates early wear | Electrical-current behaviour is anomalous,HardnessMean | RDOC | Current - Driving axle Y L1 - min,Schedule tool inspection before continued high-load production and prepare a replacement tool if degradation persists.,0.261904762
CNC-01,102,64,0.4872929751873016,DEGRADED,0.4967832863330841,DEGRADED,0.0094903111457824,CONSISTENT,-0.064195284515174,False,HIGH_RISK,2,MEDIUM,Lifecycle model indicates significant degradation | Current-based condition model indicates significant degradation,HardnessMean | RDOC | Current - Spindle L1 - mean,Schedule tool inspection before continued high-load production and prepare a replacement tool if degradation persists.,0.25
CNC-01,102,65,0.5153173804283142,EARLY_WEAR,0.4081315398216247,DEGRADED,-0.1071858406066894,CONSISTENT,-0.0328287927668556,False,HIGH_RISK,1,LOW,Lifecycle model indicates early wear | Current-based condition model indicates significant degradation,HardnessMean | RDOC | Current - Driving axle X L1 - mean,Schedule tool inspection before continued high-load production and prepare a replacement tool if degradation persists.,0.238095238
CNC-01,102,66,0.4943874776363373,DEGRADED,0.4869978427886963,DEGRADED,-0.0073896348476409,CONSISTENT,-0.0303025316097469,False,HIGH_RISK,2,MEDIUM,Lifecycle model indicates significant degradation | Current-based condition model indicates significant degradation,HardnessMean | RDOC | Current - Driving axle X L1 - mean,Schedule tool inspection before continued high-load production and prepare a replacement tool if degradation persists.,0.226190476
CNC-01,102,67,0.4941114485263824,DEGRADED,0.375905305147171,DEGRADED,-0.1182061433792114,CONSISTENT,-0.0184758041012614,False,HIGH_RISK,2,MEDIUM,Lifecycle model indicates significant degradation | Current-based condition model indicates significant degradation,HardnessMean | RDOC | Current - Driving axle X L1 - mean,Schedule tool inspection before continued high-load production and prepare a replacement tool if degradation persists.,0.214285714
CNC-01,102,68,0.48102006316185,DEGRADED,0.4242449700832367,DEGRADED,-0.0567750930786132,CONSISTENT,-0.0601133680197758,False,HIGH_RISK,2,MEDIUM,Lifecycle model indicates significant degradation | Current-based condition model indicates significant degradation,HardnessMean | RDOC | Current - Driving axle X L1 - mean,Schedule tool inspection before continued high-load production and prepare a replacement tool if degradation persists.,0.202380952
CNC-01,102,69,0.4733295142650604,DEGRADED,0.3841255009174347,DEGRADED,-0.0892040133476257,CONSISTENT,-0.0275849243437321,False,HIGH_RISK,2,MEDIUM,Lifecycle model indicates significant degradation | Current-based condition model indicates significant degradation,HardnessMean | RDOC | Current - Driving axle X L1 - mean,Schedule tool inspection before continued high-load production and prepare a replacement tool if degradation persists.,0.19047619
CNC-01,102,70,0.4715496599674225,DEGRADED,0.4262884557247162,DEGRADED,-0.0452612042427063,CONSISTENT,0.0282433809000226,True,CRITICAL,3,HIGH,Lifecycle model indicates significant degradation | Current-based condition model indicates significant degradation | Electrical-current behaviour is anomalous,HardnessMean | RDOC | Current - Driving axle Y L2 - max,Hold the tool for inspection before further machining and prepare tool replacement. Review machine-current behaviour and the identified degradation drivers.,0.178571429
CNC-01,102,71,0.460923433303833,DEGRADED,0.5072302222251892,EARLY_WEAR,0.0463067889213562,CONSISTENT,0.0090206869501082,True,HIGH_RISK,2,MEDIUM,Lifecycle model indicates significant degradation | Current-based condition model indicates early wear | Electrical-current behaviour is anomalous,HardnessMean | Current - Driving axle Z L1 - min | RDOC,Schedule tool inspection before continued high-load production and prepare a replacement tool if degradation persists.,0.166666667
CNC-01,102,72,0.4399025738239288,DEGRADED,0.424737811088562,DEGRADED,-0.0151647627353668,CONSISTENT,-0.0103034350173787,False,HIGH_RISK,2,MEDIUM,Lifecycle model indicates significant degradation | Current-based condition model indicates significant degradation,HardnessMean | RDOC | Current - Driving axle X L1 - mean,Schedule tool inspection before continued high-load production and prepare a replacement tool if degradation persists.,0.154761905
CNC-01,102,73,0.4467633664608001,DEGRADED,0.4158819615840912,DEGRADED,-0.0308814048767089,CONSISTENT,-0.0292196563486232,False,HIGH_RISK,2,MEDIUM,Lifecycle model indicates significant degradation | Current-based condition model indicates significant degradation,HardnessMean | RDOC | Current - Driving axle X L1 - mean,Schedule tool inspection before continued high-load production and prepare a replacement tool if degradation persists.,0.142857143
CNC-01,102,74,0.4379782974720001,DEGRADED,0.3658996224403381,DEGRADED,-0.0720786750316619,CONSISTENT,-0.0228570268882646,False,HIGH_RISK,2,MEDIUM,Lifecycle model indicates significant degradation | Current-based condition model indicates significant degradation,HardnessMean | RDOC | Current - Driving axle Y L1 - min,Schedule tool inspection before continued high-load production and prepare a replacement tool if degradation persists.,0.130952381
CNC-01,102,75,0.4217944741249084,DEGRADED,0.3741862177848816,DEGRADED,-0.0476082563400268,CONSISTENT,-0.0556275573864806,False,HIGH_RISK,2,MEDIUM,Lifecycle model indicates significant degradation | Current-based condition model indicates significant degradation,HardnessMean | RDOC | Current - Driving axle X L1 - mean,Schedule tool inspection before continued high-load production and prepare a replacement tool if degradation persists.,0.119047619
CNC-01,102,76,0.4170081615447998,DEGRADED,0.3551199734210968,DEGRADED,-0.061888188123703,CONSISTENT,-0.0226664377823559,False,HIGH_RISK,2,MEDIUM,Lifecycle model indicates significant degradation | Current-based condition model indicates significant degradation,HardnessMean | RDOC | Current - Driving axle Y L1 - min,Schedule tool inspection before continued high-load production and prepare a replacement tool if degradation persists.,0.107142857
CNC-01,102,77,0.4105623960494995,DEGRADED,0.3871070146560669,DEGRADED,-0.0234553813934326,CONSISTENT,-0.0217949328386412,False,HIGH_RISK,2,MEDIUM,Lifecycle model indicates significant degradation | Current-based condition model indicates significant degradation,HardnessMean | RDOC | Current - Driving axle X L1 - mean,Schedule tool inspection before continued high-load production and prepare a replacement tool if degradation persists.,0.095238095
CNC-01,102,78,0.3534272015094757,DEGRADED,0.3194589614868164,DEGRADED,-0.0339682400226593,CONSISTENT,-0.0494809766975276,False,HIGH_RISK,2,MEDIUM,Lifecycle model indicates significant degradation | Current-based condition model indicates significant degradation,HardnessMean | RDOC | Current - Driving axle X L2 - kurtosis,Schedule tool inspection before continued high-load production and prepare a replacement tool if degradation persists.,0.083333333
CNC-01,102,79,0.3858884572982788,DEGRADED,0.287105917930603,DEGRADED,-0.0987825393676757,CONSISTENT,0.0813591482178227,True,CRITICAL,3,HIGH,Lifecycle model indicates significant degradation | Current-based condition model indicates significant degradation | Electrical-current behaviour is anomalous,HardnessMean | Current - Driving axle X L2 - mean | RDOC,Hold the tool for inspection before further machining and prepare tool replacement. Review machine-current behaviour and the identified degradation drivers.,0.071428571
CNC-01,102,80,0.3946306407451629,DEGRADED,0.367210179567337,DEGRADED,-0.0274204611778259,CONSISTENT,-0.0131658300598065,False,HIGH_RISK,2,MEDIUM,Lifecycle model indicates significant degradation | Current-based condition model indicates significant degradation,HardnessMean | Current - Driving axle X L2 - mean | RDOC,Schedule tool inspection before continued high-load production and prepare a replacement tool if degradation persists.,0.05952381
CNC-01,102,81,0.3862427771091461,DEGRADED,0.2288396507501602,CRITICAL,-0.1574031263589859,CONDITION_WORSE_THAN_LIFECYCLE,0.0110676928785398,True,CRITICAL,4,HIGH,Lifecycle model indicates significant degradation | Current-based condition model indicates critical degradation | Electrical-current behaviour is anomalous | Observed condition is worse than lifecycle expectation,HardnessMean | Current - Driving axle X L2 - mean | RDOC,Hold the tool for inspection before further machining and prepare tool replacement. Review machine-current behaviour and the identified degradation drivers.,0.047619048
CNC-01,102,82,0.3967120051383972,DEGRADED,0.2746675312519073,DEGRADED,-0.1220444738864898,CONSISTENT,-0.0190194520899121,False,HIGH_RISK,2,MEDIUM,Lifecycle model indicates significant degradation | Current-based condition model indicates significant degradation,HardnessMean | Current - Driving axle X L2 - mean | RDOC,Schedule tool inspection before continued high-load production and prepare a replacement tool if degradation persists.,0.035714286
CNC-01,102,83,0.3722522258758545,DEGRADED,0.2589682340621948,DEGRADED,-0.1132839918136596,CONSISTENT,-0.0219215644573005,False,HIGH_RISK,2,MEDIUM,Lifecycle model indicates significant degradation | Current-based condition model indicates significant degradation,HardnessMean | Current - Driving axle X L2 - mean | RDOC,Schedule tool inspection before continued high-load production and prepare a replacement tool if degradation persists.,0.023809524
CNC-01,102,84,0.3871640264987945,DEGRADED,0.3458180427551269,DEGRADED,-0.0413459837436676,CONSISTENT,0.0128596105841686,True,CRITICAL,3,HIGH,Lifecycle model indicates significant degradation | Current-based condition model indicates significant degradation | Electrical-current behaviour is anomalous,HardnessMean | RDOC | Current - Driving axle X L1 - mean,Hold the tool for inspection before further machining and prepare tool replacement. Review machine-current behaviour and the identified degradation drivers.,0.011904762
CNC-01,102,85,0.2790191173553467,DEGRADED,0.3146929740905761,DEGRADED,0.0356738567352294,CONSISTENT,-0.0330978388449439,False,HIGH_RISK,2,MEDIUM,Lifecycle model indicates significant degradation | Current-based condition model indicates significant degradation,HardnessMean | Current - Driving axle X L2 - mean | RDOC,Schedule tool inspection before continued high-load production and prepare a replacement tool if degradation persists.,0.0
